App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
SignEasy | Sign and Fill PDF and other Documents,BUSINESS,4.3,8978.0,13.0,1000000.0,Free,0.0,Everyone,Business,"July 25, 2018",Varies with device,Varies with device
Genius Scan - PDF Scanner,BUSINESS,4.4,42492.0,13.0,1000000.0,Free,0.0,Everyone,Business,"July 11, 2018",Varies with device,Varies with device
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505.0,19.0,1000000.0,Free,0.0,Everyone,Business,"August 2, 2018",3.4.49,4.1 and up
Zenefits,BUSINESS,4.2,296.0,14.0,50000.0,Free,0.0,Everyone,Business,"June 15, 2018",3.2.1,4.1 and up
FreshBooks Classic,BUSINESS,4.1,1802.0,26.0,100000.0,Free,0.0,Everyone,Business,"April 18, 2018",1.7.14,4.2 and up
Insightly CRM,BUSINESS,3.8,1383.0,51.0,100000.0,Free,0.0,Everyone,Business,"July 12, 2018",3.24.1,5.0 and up
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175.0,41.0,1000000.0,Free,0.0,Everyone,Business,"July 13, 2018",18.7,4.1 and up
HipChat - Chat Built for Teams,BUSINESS,3.8,5868.0,20.0,500000.0,Free,0.0,Everyone,Business,"July 3, 2018",3.19.005,4.1 and up
Xero Accounting Software,BUSINESS,3.5,2111.0,13.0,100000.0,Free,0.0,Everyone,Business,"July 30, 2018",Varies with device,Varies with device
"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448.0,12.0,500000.0,Free,0.0,Everyone,Business,"July 25, 2018",4.9.1,5.0 and up
Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159.0,48.0,500000.0,Free,0.0,Everyone,Business,"July 20, 2018",6.1.2,4.0.3 and up
Asana: organize team projects,BUSINESS,4.3,20815.0,10.0,1000000.0,Free,0.0,Everyone,Business,"July 26, 2018",6.4.4,5.0 and up
Google Analytics,BUSINESS,4.5,78662.0,22.0,1000000.0,Free,0.0,Everyone,Business,"February 13, 2018",3.7.5,4.4 and up
AdWords Express,BUSINESS,4.1,7149.0,11.0,1000000.0,Free,0.0,Everyone,Business,"July 31, 2018",2.6.158,4.0 and up
Accounting App - Zoho Books,BUSINESS,4.5,3079.0,8.5,100000.0,Free,0.0,Everyone,Business,"August 2, 2018",5.20.7,4.1 and up
Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800.0,8.6,100000.0,Free,0.0,Everyone,Business,"August 2, 2018",5.20.7,4.1 and up
join.me - Simple Meetings,BUSINESS,4.0,6989.0,13.0,1000000.0,Free,0.0,Everyone,Business,"July 16, 2018",4.3.0.508,4.4 and up
Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422.0,28.0,1000000.0,Free,0.0,Everyone,Business,"August 1, 2018",10.46.2,4.1 and up
ScreenMeet. Easy Phone Meeting,BUSINESS,4.0,624.0,9.0,100000.0,Free,0.0,Everyone,Business,"March 22, 2018",1.2.287,5.0 and up
Cisco Webex Teams,BUSINESS,4.2,1661.0,46.0,100000.0,Free,0.0,Everyone,Business,"August 2, 2018",3.0.4651,4.4 and up
Start Meeting,BUSINESS,4.1,308.0,14.0,50000.0,Free,0.0,Everyone,Business,"May 29, 2018",3.1.4.0,4.0.3 and up
ClickMeeting Webinars,BUSINESS,3.8,5211.0,26.0,1000000.0,Free,0.0,Everyone,Business,"July 30, 2018",3.3.0,4.0 and up
BlueJeans for Android,BUSINESS,3.9,1058.0,23.0,500000.0,Free,0.0,Everyone,Business,"June 29, 2018",2.22.397,5.0 and up
Verify - Receipts & Expenses,BUSINESS,4.5,413.0,29.0,10000.0,Free,0.0,Everyone,Business,"July 25, 2018",2.0.19,5.0 and up
Manga Master - Best manga & comic reader,COMICS,4.6,24005.0,4.9,500000.0,Free,0.0,Adults only 18+,Comics,"July 4, 2018",1.1.7.0,4.1 and up
GANMA! - All original stories free of charge for all original comics,COMICS,4.7,57106.0,27.0,1000000.0,Free,0.0,Teen,Comics,"July 23, 2018",2.11.3,4.1 and up
Röhrich Werner Soundboard,COMICS,4.7,2249.0,32.0,500000.0,Free,0.0,Everyone,Comics,"November 16, 2017",1.08,4.0.3 and up
Unicorn Pokez - Color By Number,COMICS,4.8,516.0,12.0,50000.0,Free,0.0,Everyone,Comics;Creativity,"August 3, 2018",1.0.6,4.4 and up
MangaToon - Comics updated Daily,COMICS,3.9,834.0,15.0,50000.0,Free,0.0,Mature 17+,Comics,"August 1, 2018",1.0.8,4.1 and up
Manga Net – Best Online Manga Reader,COMICS,4.1,1010.0,11.0,50000.0,Free,0.0,Mature 17+,Comics,"July 7, 2018",1.5,4.1 and up
Manga - read Thai translation,COMICS,4.6,302.0,2.2,10000.0,Free,0.0,Teen,Comics,"July 3, 2018",1.0,4.0 and up
The Vietnam Story - Fun Stories,COMICS,4.5,438.0,3.4,10000.0,Free,0.0,Everyone,Comics,"December 27, 2017",1.0,2.3 and up
Dragon Ball Wallpaper - Ringtones,COMICS,4.7,73.0,8.3,10000.0,Free,0.0,Everyone,Comics,"July 23, 2018",1.9,4.0.3 and up
Funny Jokes Photos,COMICS,4.4,39.0,4.3,10000.0,Free,0.0,Everyone 10+,Comics,"July 3, 2018",1.1,4.2 and up
Truyện Vui Tý Quậy,COMICS,4.5,144.0,4.7,10000.0,Free,0.0,Everyone,Comics,"July 19, 2018",3.0,4.0.3 and up
Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3.9,2181.0,10.0,100000.0,Free,0.0,Teen,Comics,"March 5, 2018",1.2.12,4.0.3 and up
"漫咖 Comics - Manga,Novel and Stories",COMICS,4.1,12088.0,21.0,1000000.0,Free,0.0,Mature 17+,Comics,"July 6, 2018",2.3.1,4.0.3 and up
Emmanuella Funny Videos 2018,COMICS,4.5,314.0,6.1,100000.0,Free,0.0,Everyone,Comics,"May 23, 2018",3.1.0,4.1 and up
DC Comics,COMICS,4.2,25671.0,13.0,1000000.0,Free,0.0,Teen,Comics,"June 5, 2018",Varies with device,Varies with device
Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194.0,15.0,1000000.0,Free,0.0,Teen,Comics,"July 19, 2018",4.7.3,4.2 and up
Marvel Unlimited,COMICS,3.7,22551.0,11.0,1000000.0,Free,0.0,Teen,Comics,"July 24, 2018",3.16.0,4.4 and up
"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839.0,29.0,1000000.0,Free,0.0,Teen,Comics,"July 31, 2018",4.1.0,4.4 and up
Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279.0,3.3,100000.0,Free,0.0,Everyone,Comics,"December 18, 2017",1.6,4.0 and up
【Ranobbe complete free】 Novelba - Free app that you can read and write novels,COMICS,4.3,1330.0,22.0,50000.0,Free,0.0,Everyone,Comics,"July 3, 2018",6.1.1,4.2 and up
Faustop Sounds,COMICS,4.7,1677.0,40.0,100000.0,Free,0.0,Everyone,Comics,"May 26, 2018",1.7.7,4.1 and up
Manga Mania - Best online manga reader,COMICS,4.4,757.0,10.0,10000.0,Free,0.0,Teen,Comics,"May 24, 2018",1.0,4.1 and up
- Free Comics - Comic Apps,COMICS,3.5,115.0,9.1,10000.0,Free,0.0,Mature 17+,Comics,"July 13, 2018",5.0.12,5.0 and up
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952.0,38.0,500000.0,Free,0.0,Everyone 10+,Comics,"July 31, 2018",4.3.0,4.1 and up
pixiv comic - everyone's manga app,COMICS,4.4,18814.0,13.0,1000000.0,Free,0.0,Mature 17+,Comics,"July 30, 2018",Varies with device,Varies with device
Funny Jokes and Stories 2018,COMICS,4.2,21.0,6.7,5000.0,Free,0.0,Everyone,Comics,"March 31, 2018",1.3,4.0 and up
Hojiboy Tojiboyev Life Hacks,COMICS,5.0,15.0,37.0,1000.0,Free,0.0,Everyone,Comics,"June 26, 2018",2.0,4.0.3 and up
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596.0,7.8,10000.0,Free,0.0,Teen,Comics,"June 16, 2018",1.01,4.0.3 and up
think Comics,COMICS,4.4,1006.0,19.0,50000.0,Free,0.0,Everyone,Comics,"August 3, 2018",2.3.3,4.0.3 and up
Memes Button,COMICS,4.4,5968.0,5.7,1000000.0,Free,0.0,Everyone,Comics,"May 28, 2018",1.4,4.0 and up
"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895.0,35.0,100000.0,Free,0.0,Everyone,Comics,"August 2, 2018",2.4.25,4.4 and up
TracFone My Account,COMMUNICATION,3.6,20769.0,18.0,1000000.0,Free,0.0,Everyone,Communication,"July 11, 2018",R6.0.3,4.1 and up
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880.0,4.0,1000000.0,Free,0.0,Everyone,Communication,"July 6, 2018",5.2,5.0 and up
My magenta,COMMUNICATION,3.9,42370.0,37.0,1000000.0,Free,0.0,Everyone,Communication,"June 25, 2018",7.5.1,5.0 and up
Seznam.cz,COMMUNICATION,4.3,46702.0,13.0,1000000.0,Free,0.0,Everyone,Communication,"July 4, 2018",Varies with device,Varies with device
Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939.0,17.0,100000.0,Free,0.0,Everyone,Communication,"July 16, 2018",2.1,4.1 and up
"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238.0,17.0,1000000.0,Free,0.0,Everyone,Communication,"August 2, 2018",4.98,2.3 and up
mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320.0,8.4,1000000.0,Free,0.0,Everyone,Communication,"July 30, 2018",6.5.1,4.0.3 and up
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36893.0,4.0,1000000.0,Free,0.0,Everyone,Communication,"July 6, 2018",5.2,5.0 and up
2ndLine - Second Phone Number,COMMUNICATION,4.2,15880.0,32.0,1000000.0,Free,0.0,Everyone,Communication,"August 3, 2018",5.65.0,4.0 and up
Ninesky Browser,COMMUNICATION,4.2,42925.0,2.8,1000000.0,Free,0.0,Everyone,Communication,"August 27, 2017",6.1,2.3 and up
Ghostery Privacy Browser,COMMUNICATION,4.1,13100.0,2.2,1000000.0,Free,0.0,Everyone,Communication,"March 20, 2018",1.4.1.0,4.0.3 and up
InBrowser - Incognito Browsing,COMMUNICATION,4.2,27156.0,13.0,1000000.0,Free,0.0,Everyone,Communication,"May 31, 2018",Varies with device,Varies with device
Web Browser for Android,COMMUNICATION,4.1,55098.0,4.3,1000000.0,Free,0.0,Everyone,Communication,"June 20, 2018",2.2,4.0 and up
Lightning Web Browser,COMMUNICATION,4.1,12578.0,2.3,500000.0,Free,0.0,Everyone,Communication,"July 10, 2017",4.5.1,4.0 and up
Web Browser,COMMUNICATION,4.2,10965.0,2.3,500000.0,Free,0.0,Everyone,Communication,"February 2, 2015",2.0,3.0 and up
PHONE for Google Voice & GTalk,COMMUNICATION,4.3,72065.0,13.0,1000000.0,Free,0.0,Everyone,Communication,"April 18, 2018",3.0.7,4.0 and up
Safest Call Blocker,COMMUNICATION,4.4,27540.0,3.7,1000000.0,Free,0.0,Everyone,Communication,"January 5, 2018",1.26.001,4.0 and up
Call Blocker,COMMUNICATION,4.1,17529.0,10.0,1000000.0,Free,0.0,Everyone,Communication,"July 26, 2018",5.86,4.0.3 and up
RocketDial Dialer & Contacts,COMMUNICATION,4.4,32254.0,5.5,1000000.0,Free,0.0,Everyone,Communication,"December 4, 2017",3.9.7,2.1 and up
True Contact - Real Caller ID,COMMUNICATION,4.1,32283.0,13.0,1000000.0,Free,0.0,Everyone,Communication,"July 26, 2018",Varies with device,Varies with device
Video Caller Id,COMMUNICATION,4.2,15287.0,17.0,1000000.0,Free,0.0,Everyone,Communication,"January 24, 2018",2.2.245,4.0.3 and up
Burner - Free Phone Number,COMMUNICATION,4.3,14873.0,13.0,1000000.0,Free,0.0,Everyone,Communication,"July 12, 2018",Varies with device,Varies with device
Caller ID +,COMMUNICATION,4.0,9498.0,0.115234375,1000000.0,Free,0.0,Everyone,Communication,"June 7, 2016",5.28.0,2.3 and up
All Email Providers,COMMUNICATION,4.1,20901.0,7.3,1000000.0,Free,0.0,Everyone,Communication,"April 3, 2018",5.0.9,4.1 and up
"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4.0,122595.0,30.0,1000000.0,Free,0.0,Everyone,Communication,"July 19, 2018",9.8.376,5.0 and up
Mail1Click - Secure Mail,COMMUNICATION,4.1,255.0,1.6,10000.0,Free,0.0,Everyone,Communication,"April 11, 2017",2.3,2.2 and up
mail.com mail,COMMUNICATION,4.2,44706.0,13.0,1000000.0,Free,0.0,Everyone,Communication,"July 25, 2018",Varies with device,Varies with device
SolMail - All-in-One email app,COMMUNICATION,4.3,23707.0,13.0,500000.0,Free,0.0,Everyone,Communication,"August 9, 2017",2.3.17,Varies with device
Vonage Mobile® Call Video Text,COMMUNICATION,4.1,29208.0,23.0,1000000.0,Free,0.0,Everyone,Communication,"September 28, 2016",2.9.8,2.3.3 and up
Hinge: Dating & Relationships,DATING,4.2,7779.0,12.0,500000.0,Free,0.0,Mature 17+,Dating,"August 3, 2018",6.1.3,5.0 and up
BBW Dating & Plus Size Chat,DATING,4.4,12632.0,29.0,1000000.0,Free,0.0,Mature 17+,Dating,"July 27, 2018",3.5.0.1,4.1 and up
CMB Free Dating App,DATING,4.0,48845.0,40.0,1000000.0,Free,0.0,Mature 17+,Dating,"August 1, 2018",4.19.0.2320,4.4 and up
"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195.0,24.0,100000.0,Free,0.0,Mature 17+,Dating,"July 25, 2018",1.6.1,4.4 and up
Clover Dating App,DATING,4.1,11633.0,23.0,500000.0,Free,0.0,Mature 17+,Dating,"July 24, 2018",2.5.1,4.1 and up
Black People Meet Singles Date,DATING,3.9,10212.0,5.0,1000000.0,Free,0.0,Mature 17+,Dating,"July 25, 2018",1.9.7,4.4 and up
Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,4.3,37053.0,44.0,1000000.0,Free,0.0,Mature 17+,Dating,"August 3, 2018",4.4B,4.1 and up
Free Dating App & Flirt Chat - Cheers,DATING,4.4,667.0,27.0,10000.0,Free,0.0,Mature 17+,Dating,"August 3, 2018",1.308.us,4.1 and up
stranger chat - anonymous chat,DATING,3.5,13202.0,6.1,1000000.0,Free,0.0,Mature 17+,Dating,"July 7, 2018",2.4.1,4.1 and up
"Blendr - Chat, Flirt & Meet",DATING,4.0,28671.0,13.0,1000000.0,Free,0.0,Mature 17+,Dating,"August 1, 2018",Varies with device,Varies with device
BLK - Swipe. Match. Chat.,DATING,4.1,2067.0,24.0,100000.0,Free,0.0,Mature 17+,Dating,"July 25, 2018",1.6.1,4.4 and up
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1643.0,31.0,500000.0,Free,0.0,Mature 17+,Dating,"July 3, 2018",4.5.5,4.1 and up
Howlr,DATING,3.9,105.0,27.0,5000.0,Free,0.0,Mature 17+,Dating,"June 19, 2018",1.0.4,4.4 and up
Stranger Chat & Date,DATING,3.6,3414.0,6.2,500000.0,Free,0.0,Mature 17+,Dating,"June 6, 2018",1.2.1,4.1 and up
RandoChat - Chat roulette,DATING,3.6,11806.0,12.0,1000000.0,Free,0.0,Mature 17+,Dating,"June 26, 2018",4.0.18,4.0.3 and up
"FastMeet: Chat, Dating, Love",DATING,4.2,22544.0,5.9,1000000.0,Free,0.0,Mature 17+,Dating,"July 27, 2018",1.31.4,4.0.3 and up
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97684.0,7.9,1000000.0,Free,0.0,Mature 17+,Dating,"July 10, 2018",1.230,4.0.3 and up
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13046.0,13.0,500000.0,Free,0.0,Mature 17+,Dating,"July 31, 2018",4.17.2,4.1 and up
Sudy – Meet Elite & Rich Single,DATING,4.1,17268.0,40.0,500000.0,Free,0.0,Mature 17+,Dating,"June 25, 2018",4.1.2,4.0.3 and up
Christian Dating For Free App,DATING,3.9,8722.0,13.0,500000.0,Free,0.0,Mature 17+,Dating,"June 20, 2018",15.8,4.1 and up
Single Parent Meet #1 Dating,DATING,3.5,2593.0,5.0,500000.0,Free,0.0,Mature 17+,Dating,"July 25, 2018",1.9.7,4.4 and up
Millionaire Match: Rich Singles Dating App,DATING,3.9,852.0,27.0,100000.0,Free,0.0,Mature 17+,Dating,"July 30, 2018",6.4.6,4.1 and up
Sugar Mommas Dating And Single Search,DATING,3.5,1972.0,13.0,1000000.0,Free,0.0,Mature 17+,Dating,"May 12, 2018",4.3,4.1 and up
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35206.0,7.2,1000000.0,Free,0.0,Everyone,Dating,"May 21, 2018",2.9.6,4.0 and up
"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,3.8,5164.0,25.0,100000.0,Free,0.0,Mature 17+,Dating,"July 24, 2018",3.8.75a,4.0.3 and up
NoBuffDating - Free Dating App,DATING,4.2,1939.0,13.0,100000.0,Free,0.0,Mature 17+,Dating,"January 8, 2017",1.0.0,4.0 and up
Free Dating App - Meet Local Singles - Flirt Chat,DATING,4.1,825.0,13.0,100000.0,Free,0.0,Mature 17+,Dating,"December 28, 2017",1.0.5,4.0 and up
"Meet4U - Chat, Love, Singles!",DATING,4.2,40035.0,6.5,1000000.0,Free,0.0,Mature 17+,Dating,"July 27, 2018",1.31.3,4.0.3 and up
SnpCupid Dating,DATING,3.5,1093.0,5.8,100000.0,Free,0.0,Mature 17+,Dating,"January 28, 2017",1.6.6,4.2 and up
Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,4.1,2212.0,41.0,100000.0,Free,0.0,Mature 17+,Dating,"June 20, 2018",2.0.5,4.0.3 and up
"Meet24 - Love, Chat, Singles",DATING,4.2,57081.0,7.9,1000000.0,Free,0.0,Mature 17+,Dating,"July 27, 2018",1.31.3,4.0.3 and up
BBWCupid - BBW Dating App,DATING,3.5,241.0,2.8,50000.0,Free,0.0,Mature 17+,Dating,"June 1, 2018",2.2.0.1748,5.0 and up
"TryDate - Free Online Dating App, Chat Meet Adults",DATING,4.4,7888.0,15.0,500000.0,Free,0.0,Mature 17+,Dating,"April 29, 2018",2.4.0,4.1 and up
Black White Interracial Dating - Interracial Match,DATING,4.1,535.0,28.0,100000.0,Free,0.0,Mature 17+,Dating,"March 29, 2018",2.0.0,4.1 and up
"USA Singles Meet, Match and Date Free - Date",DATING,4.2,5084.0,9.6,100000.0,Free,0.0,Mature 17+,Dating,"August 3, 2018",1.55,4.1 and up
FlirtChat - ♥Free Dating/Flirting App♥,DATING,4.3,2430.0,13.0,500000.0,Free,0.0,Mature 17+,Dating,"July 26, 2018",12.0.4,4.1 and up
"Herpes Dating: 1,000K+ Singles",DATING,4.0,738.0,27.0,10000.0,Free,0.0,Mature 17+,Dating,"August 1, 2018",6.4.1,4.1 and up
95Live -SG#1 Live Streaming App,DATING,4.1,4953.0,15.0,1000000.0,Free,0.0,Teen,Dating,"August 1, 2018",8.7.2,4.2 and up
Mutual - LDS Dating,DATING,3.7,1439.0,38.0,50000.0,Free,0.0,Mature 17+,Dating,"July 30, 2018",1.1.46,4.2 and up
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1645.0,31.0,500000.0,Free,0.0,Mature 17+,Dating,"July 3, 2018",4.5.5,4.1 and up
stranger chat - anonymous chat,DATING,3.5,13204.0,6.1,1000000.0,Free,0.0,Mature 17+,Dating,"July 7, 2018",2.4.1,4.1 and up
Millionaire Match: Rich Singles Dating App,DATING,3.9,853.0,27.0,100000.0,Free,0.0,Mature 17+,Dating,"July 30, 2018",6.4.6,4.1 and up
2RedBeans,DATING,4.0,337.0,32.0,10000.0,Free,0.0,Mature 17+,Dating,"July 31, 2018",2.8.0,4.3 and up
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13049.0,13.0,500000.0,Free,0.0,Mature 17+,Dating,"July 31, 2018",4.17.2,4.1 and up
"BiggerCity: Chat for gay bears, chubs & chasers",DATING,4.1,923.0,44.0,100000.0,Free,0.0,Mature 17+,Dating,"August 2, 2018",3.4.1.1,4.1 and up
Herpes Positive Singles Dating,DATING,4.4,198.0,28.0,10000.0,Free,0.0,Mature 17+,Dating,"May 18, 2018",5.5.7,4.1 and up
"FastMeet: Chat, Dating, Love",DATING,4.2,22545.0,5.9,1000000.0,Free,0.0,Mature 17+,Dating,"July 27, 2018",1.31.4,4.0.3 and up
Christian Dating For Free App,DATING,3.9,8723.0,13.0,500000.0,Free,0.0,Mature 17+,Dating,"June 20, 2018",15.8,4.1 and up
Glam - Premium Dating App,DATING,4.3,23170.0,9.0,500000.0,Free,0.0,Mature 17+,Dating,"July 25, 2018",1.5.4.0,4.1 and up
"Meet24 - Love, Chat, Singles",DATING,4.2,57083.0,7.9,1000000.0,Free,0.0,Mature 17+,Dating,"July 27, 2018",1.31.3,4.0.3 and up
Black White Interracial Dating - Interracial Match,DATING,4.1,537.0,28.0,100000.0,Free,0.0,Mature 17+,Dating,"March 29, 2018",2.0.0,4.1 and up
JustDating,DATING,4.0,13440.0,49.0,500000.0,Free,0.0,Mature 17+,Dating,"August 3, 2018",3.10.5,4.0.3 and up
Interracial Match Dating App,DATING,3.6,143.0,27.0,10000.0,Free,0.0,Mature 17+,Dating,"July 23, 2018",2.2.7,4.1 and up
Russian Dating & Chat for Russian speaking RusDate,DATING,4.2,1059.0,18.0,100000.0,Free,0.0,Mature 17+,Dating,"July 26, 2018",1.17,4.2 and up
Sky People (SPI): A secure blind date through authentication by Seoul National University,DATING,3.5,894.0,14.0,100000.0,Free,0.0,Mature 17+,Dating,"July 17, 2018",3.1.3,4.1 and up
Sweet mi - unlimited hunnam hunting blind date,DATING,4.0,6191.0,27.0,500000.0,Free,0.0,Mature 17+,Dating,"July 12, 2018",0.0.73,4.1 and up
Mingle - Online Dating App to Chat & Meet People,DATING,4.1,15081.0,38.0,1000000.0,Free,0.0,Mature 17+,Dating,"July 26, 2018",4.7.6,4.1 and up
BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218.0,27.0,10000.0,Free,0.0,Mature 17+,Dating,"July 23, 2018",5.2.9,4.1 and up
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35205.0,7.2,1000000.0,Free,0.0,Everyone,Dating,"May 21, 2018",2.9.6,4.0 and up
A hundred,DATING,4.1,236.0,8.8,10000.0,Free,0.0,Mature 17+,Dating,"March 29, 2018",3.9.2,4.0.3 and up
JustSayHi- Dating App. Chat & Meet Singles Nearby,DATING,4.2,5152.0,38.0,100000.0,Free,0.0,Mature 17+,Dating,"July 26, 2018",3.6.3,4.1 and up
FERZU - Furries Social Network,DATING,3.9,1576.0,13.0,10000.0,Free,0.0,Mature 17+,Dating,"February 16, 2018",4.4.1,4.1 and up
WannaMeet – Dating & Chat App,DATING,4.1,6701.0,11.0,1000000.0,Free,0.0,Mature 17+,Dating,"June 29, 2018",5.16.2,4.0.3 and up
"Meet4U - Chat, Love, Singles!",DATING,4.2,40039.0,6.5,1000000.0,Free,0.0,Mature 17+,Dating,"July 27, 2018",1.31.3,4.0.3 and up
Luxy Pro- Elite Dating Single,DATING,3.9,742.0,26.0,50000.0,Free,0.0,Mature 17+,Dating,"April 7, 2018",5.3.3.13289,4.0.3 and up
Dating Network,DATING,4.0,187.0,19.0,10000.0,Free,0.0,Mature 17+,Dating,"July 26, 2018",1.17,4.2 and up
"Chatting - Free chat, random chat, boyfriend, girlfriend",DATING,4.2,2506.0,6.1,500000.0,Free,0.0,Mature 17+,Dating,"June 15, 2017",3.0.0,4.0 and up
"Meet, chat & date. Free dating app - Chocolate app",DATING,3.9,8661.0,9.5,1000000.0,Free,0.0,Mature 17+,Dating,"April 3, 2018",0.1.11,4.0 and up
Transenger – Ts Dating and Chat for Free,DATING,3.6,8.0,14.0,1000.0,Free,0.0,Mature 17+,Dating,"July 29, 2018",1.4.0,4.4 and up
O-Star,DATING,4.4,59.0,38.0,5000.0,Free,0.0,Everyone,Dating,"July 19, 2018",1.0.1,4.3 and up
Free Cam Girls - Live Webcam,DATING,3.5,35.0,16.0,1000.0,Free,0.0,Mature 17+,Dating,"July 16, 2018",2.4,4.0.3 and up
Cardi B Live Stream Video Chat - Prank,DATING,4.4,28.0,3.4,500.0,Free,0.0,Everyone,Dating,"July 16, 2018",2.5,4.0.3 and up
Live Girls Talk - Free Video Chat,DATING,4.8,125.0,4.7,5000.0,Free,0.0,Mature 17+,Dating,"July 8, 2018",8.2,4.0.3 and up
Live Talk - Free Text and Video Chat,DATING,4.6,185.0,5.0,10000.0,Free,0.0,Mature 17+,Dating,"July 16, 2018",8.2,4.0.3 and up
Chat Kids - Chat Room For Kids,DATING,4.7,6.0,4.9,100.0,Free,0.0,Mature 17+,Dating,"July 24, 2018",1.0,4.0.3 and up
Girls Live Chat - Free Text & Video Chat,DATING,4.8,110.0,4.9,10000.0,Free,0.0,Mature 17+,Dating,"July 9, 2018",8.2,4.0.3 and up
Random Video Chat,DATING,4.3,3.0,16.0,1000.0,Free,0.0,Mature 17+,Dating,"July 15, 2018",4.20,4.0.3 and up
American Girls Mobile Numbers,DATING,5.0,5.0,4.4,1000.0,Free,0.0,Mature 17+,Dating,"July 17, 2018",3.0,4.0.3 and up
Random Video Chat App With Strangers,DATING,4.3,3.0,4.8,1000.0,Free,0.0,Mature 17+,Dating,"July 17, 2018",1.,4.0 and up
FREE VIDEO CHAT - LIVE VIDEO AND TEXT CHAT,DATING,4.8,84.0,4.5,1000.0,Free,0.0,Mature 17+,Dating,"July 6, 2018",8.2,4.0.3 and up
Live Chat - Free Video Chat Rooms,DATING,4.8,20.0,4.9,500.0,Free,0.0,Mature 17+,Dating,"July 15, 2018",8.2,4.0.3 and up
Meet With Strangers: Video Chat & Dating,DATING,4.3,2.0,3.7,500.0,Free,0.0,Mature 17+,Dating,"July 16, 2018",1.,4.0 and up
FREE LIVE TALK,DATING,4.9,776.0,4.9,5000.0,Free,0.0,Mature 17+,Dating,"July 14, 2018",8.2,4.0.3 and up
Ost. Zombies Cast - New Music and Lyrics,DATING,4.3,1.0,4.6,100.0,Free,0.0,Teen,Dating,"July 20, 2018",1.0,4.0.3 and up
Dating White Girls,DATING,4.3,0.0,3.6,50.0,Free,0.0,Mature 17+,Dating,"July 20, 2018",1.0,4.0 and up
Live Chat - Free Video Talk,DATING,4.7,14.0,21.0,5000.0,Free,0.0,Mature 17+,Dating,"August 3, 2018",1.3,4.1 and up
Geeks Dating,DATING,4.3,0.0,13.0,50.0,Free,0.0,Mature 17+,Dating,"July 10, 2018",1.0,4.1 and up
Live chat - free video chat,DATING,4.3,1.0,8.7,500.0,Free,0.0,Mature 17+,Dating,"July 23, 2018",3.52,4.0.3 and up
Fishing Brain & Boating Maps Marine,DATING,4.3,3.0,6.9,500.0,Free,0.0,Everyone,Dating,"July 23, 2018",1.0,4.0.3 and up
CAM5678 Video Chat,DATING,4.3,0.0,39.0,500.0,Free,0.0,Mature 17+,Dating,"July 13, 2018",5.5.8,4.0.3 and up
Video chat live advices,DATING,4.3,0.0,8.0,100.0,Free,0.0,Everyone,Dating,"July 10, 2018",1.0,3.0 and up
chat live chat,DATING,4.3,24.0,3.9,1000.0,Free,0.0,Mature 17+,Dating,"July 26, 2018",1.0,4.0 and up
Pet Lovers Dating,DATING,4.3,0.0,14.0,10.0,Free,0.0,Mature 17+,Dating,"July 9, 2018",1.0,4.1 and up
Friend Find: free chat + flirt dating app,DATING,4.3,23.0,11.0,100.0,Free,0.0,Mature 17+,Dating,"July 31, 2018",1.0,4.4 and up
Latin Dating,DATING,4.3,0.0,13.0,10.0,Free,0.0,Mature 17+,Dating,"July 9, 2018",1.0,4.1 and up
